	Series1_NHBE_Mock_1	Series1_NHBE_Mock_2	Series1_NHBE_Mock_3
CRKL	1513	1394	2179
AIFM3	40	49	68
LZTR1	488	646	871
THAP7	98	70	102
THAP7-AS1	29	27	45
TUBA3FP	6	4	11
P2RX6	9	12	15
SLC7A4	14	13	23
P2RX6P	0	0	0
BCRP2	0	0	2
POM121L8P	0	0	0
RIMBP3C	0	0	0
RIMBP3B	0	0	0
HIC2	81	78	128
TMEM191C	4	3	6
PI4KAP2	16	27	20
UBE2L3	4110	3154	4551
YDJC	126	154	212
CCDC116	0	0	0
SDF2L1	49	53	67
MIR301B	0	0	0
MIR130B	0	0	0
PPIL2	836	829	1048
YPEL1	10	9	16
MAPK1	1440	1328	2233
PPM1F	308	340	523
TOP3B	256	286	319
VPREB1	0	0	0
ZNF280B	17	17	35
ZNF280A	0	1	0
PRAME	0	0	0
POM121L1P	0	0	0
GGTLC2	0	0	0
MIR650	0	0	0
IGLL5	0	0	0
GNAZ	0	0	1
RAB36	67	52	80
BCR	1129	959	1520
FBXW4P1	2	0	4
CES5AP1	0	0	0
ZDHHC8P1	6	5	10
IGLL1	0	0	0
GUSBP11	67	88	117
RGL4	1	4	0
ZNF70	48	46	52
VPREB3	0	0	0
C22orf15	1	7	0
CHCHD10	171	177	207
MMP11	6	9	9
SMARCB1	448	447	618
DERL3	3	1	14
SLC2A11	41	43	87
MIF	1991	2578	2583
GSTT2	80	56	114
GSTT2B	0	0	0
DDTL	16	9	19
DDT	362	363	557
LOC391322	1	0	0
GSTT1	0	0	0
GSTTP2	0	0	0
CABIN1	760	754	1102
SUSD2	7	7	10
GGT5	0	0	0
POM121L9P	0	0	0
SPECC1L	843	655	1125
ADORA2A	4	4	0
ADORA2A-AS1	0	0	0
UPB1	0	0	0
GUCD1	983	810	1232
SNRPD3	3808	3051	5047
GGT1	81	96	127
BCRP3	8	7	4
POM121L10P	0	0	0
PIWIL3	0	0	0
TOP1P2	0	0	0
SGSM1	0	0	0
TMEM211	0	0	0
KIAA1671	1182	1158	1749
LOC100128531	1	1	1
CRYBB3	4	1	2
CRYBB2	1	2	1
IGLL3P	0	0	0
LRP5L	33	38	72
CRYBB2P1	269	232	354
MYO18B	0	0	0
SEZ6L	0	0	0
ASPHD2	89	71	127
HPS4	424	433	601
SRRD	298	210	304
TFIP11	631	515	849
TPST2	239	243	328
MIR548J	0	0	0
CRYBB1	0	0	0
CRYBA4	0	0	0
MIAT	13	29	9
MN1	268	259	449
PITPNB	474	371	632
TTC28-AS1	46	37	97
MIR3199-1	0	0	0
MIR3199-2	0	0	0
TTC28	136	164	169
CHEK2	139	125	285
HSCB	51	49	67
CCDC117	224	209	487
XBP1	656	526	915
ZNRF3	70	93	98
ZNRF3-AS1	0	2	0
C22orf31	0	0	1
KREMEN1	517	465	819
EMID1	0	0	0
RHBDD3	99	94	97
EWSR1	3569	3219	4782
GAS2L1	191	224	254
RASL10A	0	0	0
AP1B1	1319	1397	1949
SNORD125	0	0	0
RFPL1	0	0	0
NEFH	21	18	28
THOC5	482	396	653
NIPSNAP1	1739	1428	2257
NF2	669	587	889
CABP7	1	3	0
ZMAT5	79	106	150
UQCR10	1605	1602	2311
ASCC2	871	818	1272
MTMR3	1001	844	1393
HORMAD2	0	0	0
LIF	472	470	668
OSM	0	0	0
TBC1D10A	237	240	418
SF3A1	1419	1444	2036
CCDC157	5	14	7
KIAA1656	22	34	35
RNF215	111	141	195
SEC14L2	2272	1916	3210
MTFP1	149	75	121
SEC14L3	0	0	0
SDC4P	0	0	0
SEC14L4	4	2	3
SEC14L6	0	2	0
GAL3ST1	0	0	0
PES1	1298	1218	1873
TCN2	40	36	48
SLC35E4	40	34	39
DUSP18	61	65	98
OSBP2	71	75	137
MIR3200	0	0	0
MORC2-AS1	0	0	0
MORC2	954	831	1223
TUG1	2101	2247	3984
SMTN	903	865	1246
INPP5J	1	3	3
PLA2G3	7	7	1
MIR3928	0	0	0
RNF185	576	501	849
LIMK2	3147	2795	4312
PIK3IP1	894	914	1264
PATZ1	103	109	140
DRG1	371	279	440
EIF4ENIF1	423	351	541
SFI1	107	123	179
PISD	558	532	658
PRR14L	840	789	1364
DEPDC5	125	119	178
C22orf24	0	1	0
YWHAH	2801	2204	3385
SLC5A1	17	13	13
AP1B1P1	0	0	0
C22orf42	0	0	0
RFPL2	1	0	0
SLC5A4	0	0	0
RFPL3	0	0	0
RFPL3S	8	23	28
LOC339666	0	0	0
BPIFC	0	0	0
FBXO7	1089	866	1523
SYN3	0	0	0
TIMP3	2618	2744	4447
MIR4764	0	0	0
ISX	0	0	0
HMGXB4	522	417	774
TOM1	554	493	734
MIR3909	2	0	1
HMOX1	146	144	211
MCM5	169	158	286
RASD2	83	80	84
MB	0	4	2
APOL6	321	373	604
APOL5	0	0	0
RBFOX2	3403	3124	4726
APOL3	26	28	28
APOL4	3	0	3
APOL2	1051	1135	1520
APOL1	832	873	1287
MYH9	17711	17023	27486
TXN2	1315	1147	1690
FOXRED2	30	42	40
EIF3D	3392	2877	4828
CACNG2	0	0	0
IFT27	53	63	131
PVALB	0	0	0
NCF4	11	8	6
CSF2RB	0	0	0
TEX33	0	0	0
TST	119	98	100
MPST	228	149	221
KCTD17	151	108	187
TMPRSS6	1	0	0
IL2RB	5	12	17
C1QTNF6	255	277	386
SSTR3	0	0	0
RAC2	2853	2629	3968
CYTH4	0	2	4
ELFN2	263	302	405
MFNG	36	45	68
CARD10	448	524	751
CDC42EP1	713	773	1000
LGALS2	0	0	0
GGA1	536	557	747
SH3BP1	662	692	1036
PDXP	40	37	58
LGALS1	6400	6014	7484
NOL12	177	193	242
TRIOBP	1621	1637	2036
H1F0	1438	1537	2345
GCAT	31	43	19
GALR3	0	0	0
ANKRD54	199	198	262
MIR658	0	0	0
MIR659	0	0	1
EIF3L	3716	3059	5162
MICALL1	2246	2387	3593
C22orf23	19	28	3
POLR2F	382	442	627
SOX10	0	0	0
MIR4534	0	0	0
PICK1	316	278	460
SLC16A8	1	3	0
BAIAP2L2	0	3	5
PLA2G6	72	102	96
MAFF	242	193	392
TMEM184B	1139	1061	1624
CSNK1E	1370	1439	2138
KCNJ4	0	0	0
KDELR3	78	70	154
DDX17	4560	4366	7166
DMC1	3	2	3
FAM227A	42	73	78
CBY1	364	331	456
TOMM22	1017	753	1276
JOSD1	965	756	1243
GTPBP1	465	458	636
SUN2	778	842	1113
DNAL4	242	240	297
NPTXR	29	19	49
CBX6	212	185	323
APOBEC3A_B	0	0	0
APOBEC3A	0	1	1
APOBEC3B	33	29	51
APOBEC3C	1225	1170	1657
APOBEC3D	23	19	32
APOBEC3F	148	108	146
APOBEC3G	24	9	39
APOBEC3H	5	5	6
CBX7	53	41	79
PDGFB	137	118	177
RPL3	11721	9604	15338
SNORD83B	11	6	6
SNORD83A	16	9	10
SNORD43	10	11	10
SYNGR1	23	16	29
TAB1	351	303	426
LOC100506472	4	3	4
MGAT3	6	2	2
ATF4	3024	2559	3725
RPS19BP1	227	245	337
CACNA1I	1	0	0
ENTHD1	0	0	0
GRAP2	0	1	0
FAM83F	253	211	339
LOC100130899	456	448	732
TNRC6B	781	749	1296
ADSL	460	341	543
SGSM3	419	506	582
MCHR1	0	0	0
SLC25A17	147	141	226
MIR4766	0	0	0
ST13	3862	2991	4890
XPNPEP3	496	422	736
DNAJB7	0	0	0
RBX1	245	193	340
MIR1281	2	3	2
EP300	2013	1871	2795
L3MBTL2	327	264	325
CHADL	13	5	10
RANGAP1	1346	1269	1778
ZC3H7B	1761	1720	2612
TEF	223	196	317
TOB2	1474	1278	2092
PHF5A	291	253	487
ACO2	1469	1362	2072
POLR3H	393	319	522
CSDC2	0	0	0
PMM1	247	198	307
DESI1	1163	958	1632
XRCC6	5797	4860	9022
C22orf46	464	359	626
mei-01	4	0	4
CCDC134	56	49	89
SREBF2	2688	2535	3950
MIR33A	0	0	0
SHISA8	0	0	0
TNFRSF13C	0	0	0
CENPM	8	22	32
LINC00634	0	0	0
sep-03	2	2	6
WBP2NL	0	2	3
NAGA	154	152	204
NDUFA6	615	484	809
CYP2D6	12	4	8
TCF20	1268	1135	1775
NFAM1	0	1	1
SERHL	4	1	4
RRP7A	478	536	861
SERHL2	13	14	15
POLDIP3	929	807	1414
RNU12	0	0	0
CYB5R3	3815	3775	4773
A4GALT	940	1020	1451
ARFGAP3	559	546	1136
PACSIN2	1186	942	1344
TTLL1	89	64	89
BIK	59	71	88
MCAT	104	80	159
TSPO	561	644	813
TTLL12	802	734	982
SCUBE1	0	0	0
MPPED1	0	0	0
EFCAB6-AS1	0	0	0
EFCAB6	15	17	21
SULT4A1	104	108	134
PNPLA5	0	0	0
PNPLA3	167	174	187
SAMM50	644	607	889
PARVB	112	109	162
PARVG	0	0	0
LINC00207	0	0	0
LINC00229	0	0	0
PRR5	36	40	37
PRR5-ARHGAP8	0	0	0
ARHGAP8	3	2	11
PHF21B	0	0	0
NUP50	871	765	1389
KIAA0930	2259	1982	3087
MIR1249	1	0	0
UPK3A	0	0	0
FAM118A	221	137	308
SMC1B	0	0	0
RIBC2	6	0	1
FBLN1	986	1103	1493
ATXN10	1278	1028	1665
MIR4762	0	0	0
WNT7B	253	360	379
LOC730668	0	1	1
MIRLET7BHG	49	83	93
MIR3619	1	0	0
MIRLET7A3	0	0	0
MIR4763	0	0	0
MIRLET7B	0	0	0
PPARA	227	238	364
CDPF1	96	89	95
PKDREJ	1	0	3
TTC38	107	102	103
GTSE1	66	63	84
TRMU	99	83	153
CELSR1	2106	2324	3174
GRAMD4	264	245	367
CERK	449	390	631
TBC1D22A	442	431	756
MIR3201	0	0	0
FAM19A5	0	0	0
LOC284933	0	0	0
MIR4535	0	0	0
C22orf34	0	0	0
BRD1	290	312	596
ZBED4	584	579	848
ALG12	158	159	207
CRELD2	265	208	338
PIM3	409	415	551
IL17REL	0	0	0
MLC1	0	0	0
MOV10L1	2	3	5
PANX2	64	92	120
TRABD	242	231	345
TUBGCP6	387	496	565
HDAC10	97	143	179
MAPK12	134	158	189
MAPK11	141	149	144
PLXNB2	3733	4235	5479
DENND6B	20	31	19
PPP6R2	431	419	556
SBF1	643	640	836
ADM2	10	20	31
MIOX	0	0	0
LMF2	385	510	575
NCAPH2	74	92	120
SCO2	134	101	176
TYMP	184	238	273
ODF3B	3	12	19
KLHDC7B	2	2	0
SYCE3	1	5	2
CPT1B	0	4	2
CHKB-CPT1B	0	0	0
CHKB	0	0	0
MAPK8IP2	27	14	18
ARSA	384	432	615
SHANK3	145	153	263
ACR	0	0	0
RPL23AP82	122	105	142
RABL2B	138	132	178
CHL1	8	17	33
CNTN6	0	0	0
CNTN4	0	0	0
CNTN4-AS2	0	0	0
IL5RA	0	0	0
TRNT1	165	104	257
CRBN	223	222	355
LRRN1	62	77	119
SETMAR	86	77	145
SUMF1	878	785	1170
ITPR1	193	169	289
EGOT	4	3	1
BHLHE40-AS1	3	0	0
BHLHE40	6814	6460	9908
ARL8B	706	879	2104
EDEM1	1428	1231	2087
MIR4790	0	0	0
GRM7	0	0	0
LMCD1-AS1	3	2	16
LMCD1	28	22	34
LINC00312	0	2	6
SSUH2	2	2	1
CAV3	0	0	0
OXTR	1	4	18
RAD18	97	100	172
SRGAP3	495	500	713
THUMPD3	467	405	747
SETD5	2276	1952	2996
LHFPL4	1	0	0
MTMR14	467	398	613
CPNE9	1	0	0
BRPF1	350	328	469
OGG1	96	86	205
CAMK1	15	15	16
TADA3	675	638	867
ARPC4	406	376	614
ARPC4-TTLL3	0	0	0
TTLL3	27	40	57
RPUSD3	151	134	214
CIDEC	0	0	0
JAGN1	208	235	342
IL17RE	177	191	261
IL17RC	81	84	156
CRELD1	505	573	749
PRRT3	17	24	31
PRRT3-AS1	12	14	31
EMC3	746	677	1070
CIDECP	56	45	78
FANCD2	123	97	182
FANCD2OS	0	1	0
BRK1	1347	1276	2162
VHL	660	661	1098
IRAK2	87	76	109
TATDN2	460	381	636
GHRLOS	28	14	29
LINC00852	15	17	29
GHRL	0	0	1
SEC13	1190	1041	1834
ATP2B2	0	1	0
MIR885	0	0	0
LINC00606	0	0	0
SLC6A11	76	65	106
SLC6A1	0	0	0
SLC6A1-AS1	0	0	0
HRH1	106	95	150
ATG7	245	215	306
VGLL4	888	848	1395
TAMM41	149	95	170
SYN2	6	3	7
TIMP4	2	13	13
PPARG	87	88	145
TSEN2	223	155	313
MKRN2	354	306	622
RAF1	856	712	1239
TMEM40	2225	2102	3172
CAND2	5	3	5
RPL32	11364	9536	17401
SNORA7A	0	0	0
IQSEC1	394	373	548
NUP210	3	5	2
HDAC11	433	438	606
FBLN2	19	26	33
LINC00620	0	0	0
WNT7A	332	330	587
FGD5P1	0	0	0
TPRXL	35	23	31
CHCHD4	184	171	280
TMEM43	1174	1106	1638
XPC	957	920	1365
LSM3	917	705	1285
SLC6A6	311	295	425
GRIP2	1	4	5
CCDC174	268	303	525
C3orf20	2	3	3
FGD5	0	0	0
FGD5-AS1	1029	797	1402
NR2C2	429	380	585
MRPS25	386	388	588
COL6A4P1	0	0	0
CAPN7	313	335	715
SH3BP5-AS1	153	180	221
SH3BP5	262	215	433
METTL6	115	88	177
EAF1	548	460	717
COLQ	9	17	17
MIR4270	0	0	0
HACL1	126	116	214
BTD	113	85	147
ANKRD28	297	233	468
MIR563	0	0	0
GALNT15	0	0	0
DPH3	403	301	640
OXNAD1	89	75	171
RFTN1	333	282	519
DAZL	2	0	0
PLCL2	50	45	54
MIR3714	0	0	0
TBC1D5	989	887	1558
LOC339862	0	0	0
SATB1	484	489	795
KCNH8	0	0	0
MIR4791	0	0	0
EFHB	1	2	1
RAB5A	838	876	1681
PP2D1	0	0	0
KAT2B	91	88	198
VENTXP7	0	0	0
ZNF385D	3	7	3
UBE2E2	645	606	1119
MIR548AC	0	0	0
UBE2E1	849	788	1295
NKIRAS1	96	90	182
RPL15	6461	5883	10004
NR1D2	270	294	521
LINC00691	0	0	0
THRB	211	195	213
THRB-AS1	1	0	1
RARB	331	259	405
TOP2B	2087	1903	3748
MIR4442	7	8	16
NGLY1	243	225	480
OXSM	113	90	220
LINC00692	0	0	0
LRRC3B	1	0	0
NEK10	8	10	12
SLC4A7	612	551	1039
EOMES	4	1	3
CMC1	38	42	77
AZI2	245	262	578
ZCWPW2	11	12	25
LINC00693	0	1	0
RBMS3	103	97	183
TGFBR2	4496	3947	7119
GADL1	3	0	0
STT3B	1492	1617	2804
OSBPL10	317	287	477
OSBPL10-AS1	0	0	0
ZNF860	42	37	110
GPD1L	137	108	205
CMTM8	24	14	13
CMTM7	418	326	512
CMTM6	992	1131	2546
DYNC1LI1	308	262	605
CNOT10	286	256	463
TRIM71	0	0	0
CCR4	0	0	0
GLB1	1910	1738	2566
TMPPE	28	32	52
CRTAP	2236	1967	3129
SUSD5	5	4	22
FBXL2	306	263	354
UBP1	1019	927	1578
CLASP2	500	380	785
PDCD6IP	3201	3106	5315
ARPP21	0	0	0
MIR128-2	0	0	0
STAC	24	19	36
DCLK3	0	0	0
TRANK1	175	182	291
EPM2AIP1	163	205	351
MLH1	398	325	482
LRRFIP2	1558	1364	2020
GOLGA4	3437	3369	6840
C3orf35	2	3	12
ITGA9	0	1	4
CTDSPL	1106	1020	1791
MIR26A1	0	0	0
VILL	288	303	471
PLCD1	456	404	574
DLEC1	3	2	1
ACAA1	857	734	1203
MYD88	1447	1332	2033
OXSR1	1146	993	1817
SLC22A13	2	2	7
SLC22A14	5	4	3
XYLB	38	42	59
ACVR2B-AS1	3	3	5
ACVR2B	90	69	160
EXOG	73	70	127
SCN5A	2	0	2
SCN10A	0	0	0
SCN11A	0	4	0
WDR48	484	436	936
GORASP1	539	489	779
TTC21A	25	33	37
CSRNP1	87	89	97
XIRP1	0	2	0
CX3CR1	0	0	0
CCR8	0	0	0
SLC25A38	306	242	477
RPSA	11268	8702	12798
SNORA6	4	7	7
SNORA62	32	22	33
MOBP	0	0	0
MYRIP	0	0	0
EIF1B-AS1	9	7	16
EIF1B	508	585	1065
ENTPD3	796	726	1099
ENTPD3-AS1	18	16	26
RPL14	7737	6223	10594
ZNF619	87	44	95
ZNF620	4	10	11
ZNF621	436	409	827
CTNNB1	7203	6116	10338
ULK4	35	30	56
TRAK1	1997	1947	3133
CCK	13	10	18
LYZL4	0	0	0
VIPR1	56	56	71
SEC22C	423	417	740
SS18L2	57	49	107
NKTR	1182	1183	1901
ZBTB47	248	295	332
KLHL40	0	0	0
HHATL	0	0	0
CCDC13	11	11	10
CCDC13-AS1	0	0	0
HIGD1A	5138	4360	6723
CYP8B1	0	2	0
ZNF662	19	9	15
KRBOX1	18	5	25
FAM198A	1	3	5
SNRK	201	202	426
SNRK-AS1	21	25	9
ANO10	396	480	711
ABHD5	430	396	693
MIR138-1	2	6	3
TOPAZ1	0	0	0
TCAIM	203	225	501
ZNF445	308	329	502
ZKSCAN7	43	53	63
ZNF660	1	4	5
ZNF197	221	224	420
ZNF35	181	182	275
ZNF502	84	74	101
ZNF501	48	53	88
KIAA1143	451	393	767
KIF15	39	42	70
MIR564	0	0	0
TMEM42	74	66	109
TGM4	33	26	65
ZDHHC3	2659	2468	3581
EXOSC7	412	355	573
CLEC3B	1	1	0
CDCP1	3228	2791	4498
TMEM158	6	10	17
LARS2	582	540	881
LARS2-AS1	0	0	0
LIMD1	356	325	521
LIMD1-AS1	2	8	0
SACM1L	533	397	684
SLC6A20	0	0	0
LZTFL1	65	84	176
CCR9	0	0	0
FYCO1	1053	1005	1438
CXCR6	0	0	0
XCR1	0	0	0
CCR1	0	0	0
CCR3	4	1	1
CCR2	0	0	0
CCR5	0	0	0
CCRL2	3	12	8
LTF	1	0	0
RTP3	0	0	0
LRRC2	1	1	6
LRRC2-AS1	0	0	0
TDGF1	0	0	0
ALS2CL	2063	2466	3207
TMIE	3	5	3
PRSS50	0	0	0
PRSS45	0	0	2
PRSS42	0	0	0
MYL3	0	0	0
PTH1R	0	2	0
CCDC12	263	251	489
NBEAL2	1210	1412	1712
NRADDP	1	2	2
SETD2	1195	1051	1730
KIF9-AS1	29	27	43
KIF9	32	39	37
KLHL18	481	390	618
PTPN23	711	759	959
SCAP	556	604	830
ELP6	255	229	271
CSPG5	5	7	4
SMARCC1	2407	2056	3756
DHX30	679	629	967
MIR1226	0	0	0
MAP4	8858	7456	11060
CDC25A	71	49	89
MIR4443	0	0	0
CAMP	1	3	2
ZNF589	287	240	391
NME6	143	143	245
SPINK8	0	0	0
FBXW12	0	0	0
PLXNB1	1809	1922	2482
CCDC51	362	293	437
TMA7	3273	2861	5019
ATRIP	71	48	71
TREX1	33	49	55
SHISA5	1215	1253	1739
PFKFB4	643	579	761
UCN2	180	183	254
COL7A1	4745	5497	7161
MIR711	0	0	0
UQCRC1	1381	1238	1927
TMEM89	0	2	1
SLC26A6	391	392	526
CELSR3	27	33	44
MIR4793	0	0	0
NCKIPSD	336	305	448
IP6K2	1376	1397	2319
PRKAR2A	420	407	671
SLC25A20	113	84	135
ARIH2OS	3	1	5
ARIH2	776	688	1239
P4HTM	72	61	72
WDR6	1892	1729	2575
DALRD3	136	115	153
MIR425	0	0	0
NDUFAF3	190	218	289
MIR191	0	0	0
IMPDH2	3210	2669	4131
QRICH1	1706	1316	2137
QARS	1483	1353	2117
USP19	418	423	638
LAMB2	1215	1286	1759
LAMB2P1	4	7	2
CCDC71	204	208	222
KLHDC8B	425	424	574
CCDC36	0	5	0
C3orf62	95	74	115
MIR4271	0	1	0
USP4	764	672	1191
GPX1	1590	1849	2169
RHOA	4654	3973	6681
TCTA	254	292	394
AMT	65	64	84
NICN1	93	117	137
DAG1	3617	3875	5326
BSN	5	2	3
APEH	1324	963	1571
MST1	70	56	72
RNF123	458	474	630
AMIGO3	12	9	24
GMPPB	144	158	264
IP6K1	408	346	540
CDHR4	1	0	2
UBA7	77	84	114
MIR5193	0	0	0
TRAIP	21	17	54
CAMKV	0	0	0
MST1R	419	356	499
MON1A	145	122	208
RBM6	1194	1029	1720
RBM5	1673	1433	2127
SEMA3F	3265	3339	4523
GNAT1	0	0	1
SLC38A3	1	0	0
GNAI2	4392	3933	6262
SEMA3B	80	83	132
IFRD2	390	357	592
HYAL3	193	157	240
HYAL1	62	83	72
HYAL2	535	642	740
TUSC2	242	217	382
RASSF1	195	195	255
ZMYND10	0	3	1
NPRL2	118	79	161
CYB561D2	65	51	86
TMEM115	627	583	829
CACNA2D2	1	3	0
C3orf18	47	47	89
HEMK1	304	317	468
CISH	66	41	59
MAPKAPK3	919	800	1314
MIR4787	0	0	0
DOCK3	31	36	75
MANF	2192	1852	2919
RBM15B	926	928	1443
RAD54L2	223	191	304
TEX264	313	260	424
GRM2	0	0	2
IQCF6	0	0	0
IQCF4	0	0	0
IQCF3	0	0	0
IQCF2	0	0	0
IQCF5	0	0	0
IQCF1	1	0	0
RRP9	124	160	188
PARP3	150	141	185
GPR62	0	0	0
PCBP4	514	524	691
ABHD14B	689	515	693
ABHD14A-ACY1	0	0	0
ABHD14A	30	23	33
ACY1	6	3	5
RPL29	7222	6237	10099
DUSP7	1772	1535	2335
LINC00696	2	7	4
POC1A	76	63	142
ALAS1	596	490	758
TLR9	1	0	1
TWF2	308	342	510
PPM1M	35	26	44
WDR82	1281	1102	1984
MIRLET7G	0	0	0
GLYCTK	40	33	39
MIR135A1	0	0	0
DNAH1	41	68	74
BAP1	937	905	1400
PHF7	46	48	53
SEMA3G	4	3	8
TNNC1	2	0	1
NISCH	938	1186	1390
STAB1	5	8	2
NT5DC2	2712	2512	3669
SMIM4	115	95	175
PBRM1	1080	928	1567
GNL3	1913	1378	2260
SNORD19	0	4	8
SNORD19B	0	2	6
SNORD69	4	3	8
GLT8D1	398	378	704
SPCS1	799	668	1126
NEK4	246	173	315
ITIH1	0	0	0
ITIH3	0	0	0
ITIH4	11	20	23
TMEM110-MUSTN1	0	0	0
MUSTN1	4	0	6
SFMBT1	63	48	96
RFT1	331	334	469
PRKCD	960	884	1407
TKT	9644	9804	14043
DCP1A	295	286	396
CACNA1D	3	1	4
CHDH	6	3	7
IL17RB	0	1	3
ACTR8	292	250	466
CACNA2D3	4	2	1
ESRG	0	0	0
CACNA2D3-AS1	0	0	0
LRTM1	0	0	0
WNT5A	91	127	170
ERC2	5	6	9
ERC2-IT1	2	0	0
MIR3938	0	0	0
CCDC66	159	159	409
FAM208A	674	744	1624
ARHGEF3	699	615	1011
ARHGEF3-AS1	0	0	0
SPATA12	2	3	7
IL17RD	98	72	149
HESX1	1	1	6
APPL1	675	768	1531
ASB14	13	18	5
DNAH12	2	0	7
PDE12	269	249	398
ARF4	1431	1169	2239
DENND6A	147	184	374
SLMAP	1123	1106	2174
FLNB	16007	12983	22236
DNASE1L3	3	0	0
ABHD6	90	98	140
RPP14	320	256	441
PXK	121	108	179
PDHB	540	426	718
KCTD6	54	22	74
ACOX2	0	1	1
FAM107A	0	0	0
FAM3D	27	20	37
C3orf67	188	154	293
FHIT	20	37	52
PTPRG	370	343	433
PTPRG-AS1	5	5	15
C3orf14	65	50	102
FEZF2	0	0	0
CADPS	0	0	0
LINC00698	0	0	0
SYNPR	0	0	0
SYNPR-AS1	1	0	0
SNTN	0	0	0
C3orf49	0	0	0
THOC7	1292	1130	1702
ATXN7	561	573	801
PSMD6-AS2	53	58	64
PSMD6	753	663	1205
PRICKLE2-AS1	4	4	4
PRICKLE2	325	281	432
PRICKLE2-AS2	0	0	0
PRICKLE2-AS3	0	0	0
ADAMTS9	19	17	28
ADAMTS9-AS2	1	1	4
MIR548A2	0	0	0
MAGI1	292	245	508
MAGI1-AS1	0	0	0
SLC25A26	103	97	211
LRIG1	251	248	351
KBTBD8	18	12	28
MIR4272	0	0	0
SUCLG2	471	513	881
FAM19A1	0	0	0
FAM19A4	0	0	0
EOGT	526	404	785
TMF1	1063	1012	1754
MIR3136	0	0	0
UBA3	1184	1117	2215
ARL6IP5	2197	2202	3378
LMOD3	0	1	0
FRMD4B	1175	976	1561
MITF	237	284	532
FOXP1	500	452	667
MIR1284	0	0	0
EIF4E3	108	110	203
GPR27	1	2	4
PROK2	0	0	0
RYBP	377	383	881
SHQ1	222	200	298
GXYLT2	45	32	62
PPP4R2	451	452	868
EBLN2	19	34	24
PDZRN3	1	2	0
CNTN3	60	68	123
FAM86DP	82	55	126
MIR1324	0	0	0
FRG2C	0	0	0
ZNF717	42	41	66
MIR4273	0	1	0
ROBO2	23	7	14
ROBO1	879	704	1273
GBE1	847	780	1516
CADM2	1	5	4
MIR5688	0	0	0
CADM2-AS2	0	0	0
VGLL3	236	265	432
MIR4795	0	0	0
CHMP2B	172	224	547
POU1F1	0	0	0
HTR1F	0	0	0
CGGBP1	581	565	1108
ZNF654	70	146	318
C3orf38	294	343	575
EPHA3	6	1	3
PROS1	342	329	496
ARL13B	173	134	228
STX19	31	22	38
NSUN3	139	119	184
EPHA6	0	0	1
ARL6	63	51	117
CRYBG3	520	496	1008
GABRR3	0	0	0
OR5AC2	0	0	0
OR5H1	0	0	0
OR5H14	0	0	0
OR5H15	0	0	0
OR5H6	0	0	0
OR5H2	0	0	0
OR5K4	0	0	0
OR5K3	0	0	0
OR5K1	0	0	0
OR5K2	0	0	0
CLDND1	469	488	826
GPR15	0	0	0
CPOX	364	368	648
ST3GAL6-AS1	0	0	1
ST3GAL6	13	12	34
DCBLD2	4532	3940	7267
MIR548G	0	0	0
COL8A1	477	402	666
CMSS1	286	228	391
FILIP1L	339	364	520
MIR3921	0	0	0
TBC1D23	413	450	1056
NIT2	284	331	465
LNP1	13	15	26
TMEM45A	348	303	501
TFG	2465	2439	3779
ABI3BP	23	14	25
IMPG2	14	11	26
SENP7	82	98	245
FAM172BP	3	4	5
TRMT10C	151	166	363
PCNP	955	919	1896
ZBTB11	454	490	962
RPL24	6961	5365	10016
PDCL3P4	10	13	9
CEP97	123	148	229
NXPE3	280	250	475
NFKBIZ	656	664	987
ZPLD1	26	14	76
MIR548A3	0	0	0
ALCAM	4633	4574	7705
CBLB	791	716	1033
CCDC54	0	0	0
BBX	1628	1561	2933
LINC00635	0	0	0
LINC00636	0	0	0
CD47	363	427	720
IFT57	366	271	420
HHLA2	0	0	0
MYH15	20	26	58
DZIP3	141	126	202
RETNLB	0	0	0
TRAT1	0	0	0
GUCA1C	2	0	1
MORC1	0	0	0
LINC00488	0	0	0
DPPA2	0	0	0
DPPA4	0	0	0
CD96	4	3	9
ZBED2	670	556	1113
PLCXD2	12	9	26
PHLDB2	2418	2016	3740
ABHD10	191	120	275
TAGLN3	110	83	170
TMPRSS7	1	2	4
C3orf52	165	180	393
MIR567	0	0	0
GCSAM	13	23	31
SLC9C1	0	0	4
CD200	0	0	2
BTLA	0	0	0
ATG3	689	540	899
SLC35A5	136	138	358
CCDC80	4035	4274	6025
CD200R1L	0	0	0
CD200R1	1	1	0
GTPBP8	110	106	184
BOC	35	24	37
SPICE1	176	211	300
SIDT1	73	43	106
MIR4446	0	0	0
NAA50	998	985	2412
ATP6V1A	763	704	1287
GRAMD1C	45	41	92
ZDHHC23	23	24	43
DRD3	0	0	0
ZNF80	1	0	0
TIGIT	0	0	0
MIR568	0	0	0
ZBTB20	2	3	1
ZBTB20-AS1	0	0	0
MIR4796	0	0	0
GAP43	0	0	0
LSAMP	0	0	0
IGSF11	9	14	9
IGSF11-AS1	0	0	0
C3orf30	0	0	0
UPK1B	1553	1426	2245
B4GALT4	762	737	1179
ARHGAP31	79	57	125
TMEM39A	416	377	521
POGLUT1	125	128	218
TIMMDC1	1090	853	1353
CD80	0	0	0
ADPRH	40	45	70
PLA1A	0	3	0
POPDC2	11	8	6
COX17	345	312	489
MAATS1	0	0	0
NR1I2	0	0	0
GSK3B	2189	1981	3125
GPR156	3	1	7
LRRC58	152	196	512
FSTL1	1530	1386	2287
