X	Control_49604	Control_49605	Control_49606	Control_49607	Control_49608
SPAM1	74.6	114.8	13.7	116.1	10.2
TADA2A	5.8	15.6	6.9	13.9	17.5
BIRC3	101.2	97.5	131.6	136.1	46.9
TTLL5	11.2	13.1	19.7	13	78.5
B4GALT4	39.4	11.7	71.1	16.4	83
TRIM27	28.9	80.9	15.8	31	90.3
SLCO3A1	93	75.5	42.7	47.6	121.2
PRKDC	55.3	156.1	117.5	101.3	192.8
ALDH3A2	37.6	128.5	53.9	104.6	208
ITSN2	96.5	25.7	29.3	99.3	29.1
CTAG1A	3.8	4.3	4.4	11.6	6.5
ICA1	32.5	205.9	58	32.9	147.5
CCL23	54.9	70.8	32.4	12.3	50.3
CCL23	29.8	9.9	27.1	77.3	8.1
RASGRF1	5.7	19.9	10.3	10.1	20.1
ASMT	2.6	6.6	28.6	4.9	5.3
RALGPS1	5.5	4.5	18.2	5.1	80.4
LOC100507472	40.1	18.8	84.9	53.7	87.6
CTBP2	132.6	158.5	102.4	59.8	174.8
NFATC3	4.1	35.5	64.6	37.1	32.1
NFATC3	23.5	52	37.1	70.6	38.4
CSF1	10.8	5	9.5	8.6	5.2
AKR1C4	45.7	26.4	33.1	45.5	35.3
CDK1	28.3	140.7	95.7	72.9	108.7
GBX2	6.7	19	6.4	7.8	21.4
WSB1	57.5	127.5	194.1	168	450.3
GREB1	2.8	7.4	5.5	5.3	6.9
CFLAR	106.1	127.7	124.2	210.9	138
CFLAR	66.7	105.7	109.7	71.9	168.5
GCGR	7.4	14.1	4.7	10.2	18.6
SKP2	29.6	3.7	21.1	82.6	48.2
RECQL	44.7	94.9	97.2	77.8	95.9
SIGLEC9	5.9	69.3	47.6	23.6	111.2
MAPK9	59	33.1	43.6	67	109.5
CMAHP	10.8	7.8	26.7	7.8	120.5
PCDHA2	37.3	42.2	9	15.2	27.7
POLR3C	122.8	118	148.3	188.3	88.3
NUDC	94.1	250.5	209.1	277.8	251.8
NUDC	6	2.5	6.3	4.8	1.8
CYP4F8	2.3	2.1	3.9	4	2.8
CASR	14.3	19.5	12.4	51.2	21.6
TRIM10	69.4	123.2	18	28.8	16.9
TRIM10	109.5	125.3	60.8	78.5	107.5
SLX1B-SULT1A4	224.5	162.6	202.7	185.7	243.4
PATZ1	22.8	67.7	61	22.1	49.8
LIMK2	93	196.4	176.7	184.9	146.8
POLDIP3	21.9	12.6	54.3	36.3	26.5
RRP7BP	58.1	95.8	57.7	113.1	75.1
TNPO2	6.5	4.7	16.7	25.7	68.7
RHD	18.8	22.7	27.4	30.2	86.4
INHBE	20.8	4.8	12.9	25.8	19.2
HNRNPH3	233.9	93.5	162	125.8	149.6
GBAP1	98.5	23.3	112.6	11.8	68.1
SAT1	1892.9	764.7	3038.4	2085.5	1848.5
ZSWIM8	40.1	61.3	38.7	30.2	7.1
MPZL1	18.5	15	20.9	114.2	74.9
ZNF235	5.4	51.9	49.9	9.4	9.9
MAGT1	100.3	192.9	244.1	196.1	226.7
PRB1	36.3	32.7	34.1	195.2	67.9
AF130051	17.2	29.1	60.7	72.2	74
ZNF614	24.9	11.8	10.2	34.8	111
GRK4	1.2	2.1	1.8	3.5	33.2
CDH6	41.5	84.1	47.7	33.9	84.4
CDH6	22.4	28.7	47.9	45.1	17.4
NAA11	127.7	124.4	77.7	52.4	58.4
GNAT2	17.4	13	9.1	45	23.8
MFGE8	96.7	132.8	204.4	138.1	196.3
KLRD1	13.4	25.5	53.9	81.2	20.3
FLT3LG	6.1	4.9	4.8	80.7	29.8
FUT2	130	186.6	103.1	127.7	122.4
TP53I3	58.3	167.4	145.5	144.4	16
CEACAM1	11.9	41.3	34.9	23.3	21
DTNA	4.5	5.7	22.1	47.4	14.6
SYNJ2	3.9	7.3	6.4	12.2	5.6
SYNGR1	21.4	42	15.7	9	25.9
TTPA	43.7	33.3	66.2	39.1	57.8
NRP1	4.9	66.2	18.8	59.2	47.3
SEC31A	213.1	276.7	426.2	257.4	296.5
PHEX	57.9	139.9	72.1	26.3	26.9
RAP1GAP	13.4	19.8	15	17.2	34.9
HYAL1	27.7	22.5	16.4	11.8	107.3
GTF3C2	57.1	43.3	28.5	128.3	84.2
RASA1	141.4	156.5	163.5	114.9	135.3
CDK10	24.2	61.3	13.5	10.6	47.4
UBXN1	7.6	54.9	51.5	14.5	77.9
ILVBL	99.2	110.8	88.1	182.3	131.1
AKAP1	25.6	5.9	30.5	12	58.5
AKAP1	9.5	14.3	7.3	8.9	73.9
MOGS	70.5	74.4	124.8	70.7	78.1
LTBP4	55	62.1	10.1	85	107
LST1	107.8	132.4	187.3	134.1	159.1
RAD52	12.3	9	10.4	9.2	5.4
NF1P9	37.5	71.7	4.9	3.6	26.5
SGCA	2.2	5.4	9.8	6.7	14.8
KRT10	319.4	305.1	175	273.5	260.7
KLHL20	76.7	10.7	79.3	17.9	43
KLHL20	61.9	29.3	61.2	25.5	97.7
PPARD	9.3	15.9	14	35.5	23.2
TACR1	43.1	25	78	88.3	94.6
FBXO9	281.8	418.5	336.5	425.5	415.7
ATG5	61.7	75.5	78.4	125.1	127
GPER1	31.4	14.2	14.7	27.2	22.5
CAPN9	88.5	106.5	134.7	124.8	82
CCIN	11.3	67.9	22.1	33.6	7.2
TNFSF11	26.4	4.9	30.9	62.7	33.8
LAIR1	152.1	272.4	238.6	253	225.9
TTC3P1	489.6	266.7	261.2	326.4	288.7
RPL13AP5	10692.6	9730.8	6803.4	7566.4	5795.8
PLA2G6	207.1	180.6	180.7	265.8	116.1
SNX3	1105.1	1129.3	943.7	704.8	1044.3
ARID1A	4.8	18.9	10.4	7.6	2.9
PCLO	31.8	29.2	48.8	32.3	52.9
EPHB2	79.3	106.4	85.3	187.9	147.1
TTC39A	32.2	47.5	12.1	42.4	6.7
BCKDHB	7.3	11	3.4	51.8	6.3
TNFRSF10D	11.5	48.8	34.5	11.9	35
FOXO3B	4.2	4.2	3.6	6	9.6
EED	2.8	6.5	1.8	8.3	5.1
sep-04	30	63.5	96.1	72.9	121.9
GGA2	32.6	96.9	66.5	41.4	73.2
CMKLR1	72.1	129.8	77.2	92.9	130.3
LILRA1	45.2	17.4	40.9	35.8	73.1
GLRA3	6.9	6.5	23.7	43.6	39.3
KYNU	1.5	25.7	0.9	7.3	10.7
KYNU	4.7	19.2	20.3	136	19.2
TFPI	101.6	98	136.8	106	165.1
TFPI	43.3	8.7	18.5	2.8	29.4
IDS	11.3	17	14.7	24.4	8.5
C21orf33	6.4	76.2	72.8	31.3	42.1
TFAP2A	20.5	14.6	18.6	28.2	10.6
PPY	51.8	32.1	63.3	34.6	18.7
MAPK8	44.1	75.4	15.1	23.7	93.5
NPRL3	23.4	10.4	77.1	9.8	15.1
NKX2-1	3.1	13.6	15.1	17.3	13.3
PCDHA1	101.9	118.3	34.5	85.9	55.2
PTPRR	9.5	16.2	24.8	22.3	10.6
RGPD6	142.6	176.2	179.6	151.8	325.9
SOAT2	36.8	8.2	107.3	37.8	10.7
AGPAT2	18.7	111.6	16.4	62.5	144.8
210679_x_at	122.1	176.5	198.6	244.5	220.6
MASP1	14.9	182.7	129.1	31.3	108.7
MIR6125	190.5	309.6	348.8	285.3	223.2
LPO	33.6	20.6	79	86.9	152.7
NRTN	1.2	0.3	0.8	1.5	1.6
DLG4	9.5	29.2	42.1	74.7	84.5
UBE4B	39.9	8	28.1	61	72.4
SLC25A16	418	802.7	581.1	980.5	968.4
CPT1A	52	8.8	26.8	7.9	8.1
CPT1A	11.3	59	70.1	65.3	39.8
CLDN14	18	6.7	22	71.1	39.1
KLRC4	16.7	4.8	18.2	49.5	15.1
CACYBP	99.8	68.7	134.6	67.7	107.1
SLC43A3	15.5	62.1	24.9	69.2	60.5
SPPL2B	5.9	3.5	4.4	14.4	16
MID1	127	127.2	77	70	131.2
WWOX	141.2	211.1	170.4	168.5	195.5
ZNF257	3.7	5.3	7.1	10.3	37.9
AF090895	6.2	4	34.7	13.1	10.4
210699_at	3.2	14.1	5.1	44.1	105.3
CFDP1	50.7	30.4	7.1	52.4	78.3
PTGIS	8.4	8.6	10.6	73.4	5.8
AF132204	49.3	78.2	36.4	49.7	62.3
FEZ2	17.7	72	80.2	29.8	39.5
TRIM5	122.6	68.7	49.9	9.7	24.6
RNF24	82.8	90.6	117	139	144.8
DTX2P1-UPK3BP1-PMS2P11	92	70.1	147.5	72.3	109.3
CASP10	25.3	27	20.8	17.7	12.7
ZC3H15	7.6	5.7	5.8	101.5	8.3
AGGF1	43.6	88.4	51.5	75.8	42.5
LINC00260	5.9	9.7	12.1	6.7	6
LDHAL6B	14.2	31.7	7.4	57.6	39.7
ITSN1	40.1	50.8	85.5	102.9	79
R3HDM1	59	45.5	104.5	55.3	33.3
SPINT2	65.5	41.7	32.7	60.9	59.6
CLIP1	18.5	25	59	101.7	168.5
AF116659	4.5	1.4	25.6	13.5	45.3
ARL17B	63.9	66.1	50.1	71.1	20
HMG20B	7	41.5	15.3	61	21.1
NECAB3	113.1	150.9	107.7	147.9	167.1
PAK5	26.8	5.5	22.1	57.3	41.4
PNLIPRP1	8.6	15.6	43.6	19.9	7.9
BC004917	47.7	101.3	104.8	129.3	78.1
ADGRE3	11.3	46.5	68.9	154.4	96.2
CYP3A4	2.3	78.4	82.8	8.6	8.5
CALCA	7.6	37.4	13.8	17.6	91.9
CALCA	2.8	2.6	5.1	4.4	10
NPY2R	1.6	6.8	4.5	6.8	24.7
NPY2R	48.9	42.9	72.4	87.9	78.9
LGALS8	171.6	107.9	181.6	56.1	114.4
LGALS8	3.2	3.4	55.5	8.4	11.8
TRAM1	103.6	148	321.7	117.7	197
MAX	4.6	18	11.5	55.1	12.4
CA12	133.3	120.7	70.7	212.3	104.4
DTNA	38.1	21.4	20	41.1	187.5
TUB	32.4	32.2	22.8	30.7	19.6
SLC4A4	5.9	3.6	3.5	8.6	30.9
SLC4A4	227.5	276	248.8	294.6	295.1
ITPK1	357	163.7	243.2	174.1	248.9
ARHGEF12	4.2	4.3	7.8	39.5	50.5
CDC14A	31	20.3	58	23	75.8
CDC14A	3	5.4	30.8	3.4	4.3
IL5RA	60.5	66.2	9.6	20.6	76.6
ONECUT1	22.7	36	73.6	11.5	9.3
EPB42	11.5	7.7	12.4	21.2	6.2
HLA-DQB1	11.9	8.8	66.9	83.3	7.1
AF116696	11.2	5.3	4.3	28.6	66.9
MIR4640	215.9	232.4	181.3	214	257.1
DLGAP1	6.8	19.8	16.7	17.3	7
RGN	69.9	61.9	77.9	18.2	45.1
MLX	61.5	40.7	14.8	72.5	92.5
EPHB1	54.7	37	26.8	46.7	120.6
LYN	46	105.1	163.7	53.9	42.3
HGF	57.8	68.1	58.6	94.2	51.2
NOTCH2	10.1	137.2	183.1	96	176.5
LOC101926921	300.8	369.7	447.8	226.4	436.7
PSIP1	98.1	18.1	22.1	39.8	55.4
PSMA1	315.7	426	741.7	492.3	574.2
TRIP11	47.6	21.7	129.3	84.3	93.9
GRB7	110.5	76	86.5	144.9	122.2
DLC1	78.6	30	131.9	73.2	170.2
NCR3	27.1	26.3	82.2	71	45.4
CYR61	457.6	250.8	2250.4	607.9	490
CSE1L	20.8	20.8	10.2	134.6	25.6
CSE1L	186.5	95	83.8	66.8	7.9
NF2	20.5	9.7	2.5	3.9	10.6
TMCO1	103.7	153.1	99.1	138.6	192.7
CNGB1	29.4	148.7	141	118.7	75
LOC100507353	6.8	2.9	75.9	14.1	17
PPARA	35.4	25.6	36.6	53.8	2.5
FPR2	43.2	46.2	51.6	114.4	73.3
FPR2	19.3	22.7	98.5	10.4	23.1
NCOA4	875.6	700.2	982.9	578.2	644.8
CASP9	157.4	232.7	224.8	303.6	213.9
TCF3	132.4	188.6	128.4	164	95.9
MIR4800	76.5	49.8	66.3	48.3	18.6
GEMIN2	107.5	134.8	129.7	126.7	60.9
ESR2	44.7	122.2	107.3	225.9	130.1
GRIN1	10.9	16.2	17.1	22.5	21
GRIN1	20	114.7	29.9	128	94.6
CLEC11A	43.6	36.4	14.3	19	14.3
LILRB3	20.2	30.9	131.8	49.6	23
THEMIS2	122.1	152.2	276.8	264.8	107.2
FLI1	38.1	148.1	137.6	88.2	117.5
CAMKK2	12	55.7	22.4	15	26.7
DHRS7	323.8	184.8	241	300.3	223.9
CEACAM3	99.1	61.2	82.2	155.1	36.6
SAR1A	9.3	55.2	43.8	7.1	13.2
ARHGAP32	43.6	17.6	66	43.4	19.2
SIVA1	21.1	10	16.4	34.2	10.8
NUP98	108	26.9	51.4	133.9	49.3
MEG3	51	47.4	178.6	32.4	99.5
AF119863	14.7	26	21	109.1	143
SIGLEC6	96.5	181.3	111.3	211	237.4
OASL	90.8	157.4	138.5	154.1	134.5
MASP2	5.4	7	8.1	21.2	14.9
HTR1B	114.4	21.2	13.5	36	56.2
TIMM8A	37.5	55.6	63.3	42.5	47.4
DIMT1	8.9	41.4	81.5	45.2	17.7
DIMT1	2.6	8.8	7	46.7	13.7
TXNRD2	37.9	41.1	49.2	54.7	83.8
SLC8A1	7.8	14.1	12.8	23.5	7
LOC101928269	4.9	4.9	25.1	8.7	3
TTLL5	3.1	4	5.3	5.5	4
SLC16A7	43.8	57.8	107.6	95.5	97.4
NOX1	8.2	5.5	5.8	13.8	68.2
POSTN	377.4	2397.5	1399.4	269.5	601.9
SLC6A5	16.8	96	16.5	77.5	9.7
DDX49	5.2	3.4	3.8	6.3	5.5
XRCC4	4.6	11.8	4.5	8.6	30.6
XRCC4	46.8	82.5	90.8	97.1	97.7
TRPC3	18.9	35.7	26.3	56.1	64.5
CALCRL	6.2	24.9	23.6	19.4	74.9
CYB561	66.3	90.7	69.6	124.6	30.1
CALCOCO2	385.5	219.9	189.3	223.6	328.3
GRIK1-AS2	37.8	50.4	24.6	108.9	87.4
DIO2	54.7	85.5	21.7	100.7	107.7
COQ7	73	49.3	87.6	119.8	164.8
CENPA	79.4	107.7	73.7	155	54.8
RPL13P5	24.4	38.5	70.8	21	17.2
PTPRS	2.2	14.2	2.9	25.4	22.1
AF130103	30.3	17.4	76.1	110.1	59
PEBP1	787.4	482.2	309.7	292.4	491
RAD17	170.8	223.1	223.3	253.9	254.9
ELF3	38.4	228.3	172.9	197.3	226.7
ARNT	5.4	15.1	7.7	16.6	20.6
SSBP2	25	69.8	83.7	32.8	91.5
PON2	28	57.5	95.2	44.8	222.8
PTGER3	63.3	94.2	17.1	25	135
PTGER3	86.6	60.1	88.4	65.3	240
PTGER3	7.3	3	1.4	44.4	42.6
PTGER3	43.3	34	26.8	49.3	6.9
CTBP2	124.8	222.4	138.8	208.8	176.7
PDE4D	51.3	55.6	49.5	74.9	31.4
PDE4D	40.2	44.4	38.1	39.7	51.9
ACVRL1	47.1	7.8	98.9	50.2	105.9
ENPP2	210.7	212.9	204.5	217.7	358.9
IQGAP1	84.6	156.7	213.8	194.7	142.8
NRP2	70	179.5	117.3	104.4	116.1
NRP2	7.2	9.3	3.4	8.1	12.6
MFAP3L	5.7	36.4	6.7	10.9	61.2
CTNNA1	575.9	503.2	465.8	222.1	618.6
PLAUR	197.3	53.8	431.5	338.5	118.8
TRIM14	57.2	26.2	52.8	56.5	34.3
TNFRSF25	11.5	9.4	12.2	8.7	18.7
AF187554	45.9	47	61.6	85.6	92.5
VPS41	156.2	245	165.6	215.6	288.6
ELK1	10.1	43.4	118.6	94.1	115.2
AASS	13.3	14.2	63.2	8	7.1
SCN11A	8.7	31.6	33.6	10.9	10.6
SLC6A8	68.7	126.8	89.4	141.1	83.7
GREB1	4.5	13.5	10.2	8.2	3.5
ATM	87.3	216	131.5	154.6	151.8
CLN3	41.4	114.8	79.4	119.9	142.7
WISP3	20.5	9.8	22	140.1	45.6
SARDH	3.7	63.4	39.9	96.4	31.4
HFE	73.7	118.7	113.1	132.7	88.9
FASLG	52.4	69.5	64.9	72.7	14.9
CNOT4	12	166.3	79.9	105	12
CNOT4	12.9	28.6	18.6	39.4	7.2
ELOVL6	52.8	24.5	31.6	56	52.2
MIR6756	67.4	159.1	174.4	194.6	266.3
EPM2A	48.9	20.6	88.2	53.6	17.6
SSX2IP	64.1	39.8	102.4	90.5	60.1
GAS7	40.9	54.9	83	181.7	127.6
APOBEC3A_B	58.1	15.3	140.5	139.9	83.3
NAT6	23.5	11	25.3	17.5	9.5
ZEB1	14.1	56.9	80.9	10.3	102.3
ANXA2P1	56.3	33.9	46	126.4	112
KDM3B	212.9	179.5	67.9	120.8	190.1
RAB11FIP5	139.7	181.8	201.9	235.5	135.6
EFS	15.1	67.9	147.3	123.9	84.6
INS-IGF2	5.9	4.3	7.1	12.5	7
TRO	11.9	52.8	43.3	23.6	66.8
EFNB3	58.1	181.4	92.7	126	132.6
SPAG11A	63.8	39.9	31.6	45.2	65.5
TRIM15	5	16.5	8.3	3.5	8.4
TP53TG1	160.6	210.6	134.2	183.1	151.8
EVC	15.6	18.6	15.8	18.5	22.1
ITIH1	7.3	17.7	16.2	32.7	6.6
FCGR2B	126.9	151.7	100.4	132	147
KIR2DL1	12.1	12.6	16.6	18.9	10.5
GTF2IP4	513.7	438.7	332.3	306.3	548.4
GTF2I	33.6	48.1	14	19.5	41.1
AF118064	12.1	8.7	54.1	6.2	9.1
CEP250	32.4	128	189.2	64.4	168.5
CD86	47	33.8	152.6	23.1	22.3
ASPH	178.4	143.3	162.8	118.5	759.3
IL13RA1	54.4	83.1	43.7	27.5	53.4
POU5F1P4	7.1	23.8	51.7	19.3	7.5
AQP4	26.9	2.8	6.8	39.2	24.1
PDCD10	437.5	234.5	280.1	268.6	245.7
PFDN5	680	831.4	902.5	841.8	652.8
LPAL2	21.7	20.1	21.7	51.7	8.5
POMZP3	57.3	75.5	103	79.5	67.2
ID2B	29.4	3.9	22.8	8.9	7.2
GSTM4	129.7	99.6	110.1	214.8	163.5
CDH20	10	10.6	38.3	33.6	8.8
AF130071	18.6	52.7	9.3	9.4	10.8
TRBC1	120.5	432.5	187.8	418.7	74.3
CD44	12.3	59	76.3	31.8	39.6
YES1	38.7	35.8	41.3	64.8	82.9
AF130075	54.7	66.6	39.1	138.7	115.1
PHLPP1	6.7	1.2	2.5	3.3	15.3
210920_x_at	20.3	63.1	33.2	50.2	30
LOC101929078	2.6	17.7	1.9	8	3.2
BC000772	5.2	5	12	8.5	11.9
SLC1A7	136.9	119.1	148.3	191	187.8
OLFM1	51.8	156.6	24.4	114.9	19.2
CIITA	175.1	132.1	51.5	79.1	189.4
POTEKP	11.5	60.9	93.6	53.2	10.3
JTB	507.2	464.8	563.7	470.1	410.8
AF130057	22.6	14.3	3.1	50.4	16.9
AHSG	11.3	40.8	41.5	20.5	16.7
ERBB2	3.9	5.8	29.4	46.8	41
RNF6	15.5	4.4	15.4	4.8	18.7
RNF6	1.7	5.4	9.6	5.6	15.8
FSCN1	35	7.6	2.7	44.1	6.6
BLK	48.7	127.3	24.8	99.8	26.9
WDR1	5.4	12.1	53.2	43.8	41.9
WDR1	9.7	6.5	31.4	7.4	17.1
PDX1	8.7	46.3	8.3	18.9	3.5
PDX1	4.1	35.1	38.2	15.5	44.9
GRM1	48.6	41.3	28.4	55.3	26
GRM1	3.1	7.2	13.2	6	4.3
PCDH7	25.3	20.2	7.8	3.4	41.4
ST3GAL6	71.1	34.5	40.3	75.2	49
LYST	132.2	152.6	134.7	190.2	167.6
CAPN3	162.3	117.9	116.3	200.9	201
COL4A6	7.5	8.8	4.7	20.7	51.6
PLPP1	572.6	406.7	408.8	295.5	442.9
MSH3	55.5	93.4	87.1	37.3	60.1
LEF1	27.2	3.3	37.1	3.9	12.3
EIF3CL	308.1	347	223.1	261.8	254.1
FDFT1	121.2	250.6	244.4	210.4	304
RAB27A	20.5	13.6	25.2	94.9	55.9
AP4S1	16.7	12.2	13.9	16.8	14.3
TSC22D2	19.3	35.7	8.9	13	10.6
TSC22D2	44.7	86.1	43	17.6	50.2
CASP10	6.5	75.8	123.6	9.1	11.3
CH17-360D5.1	61.4	101.6	96.1	39.1	82
AFF2	10.2	11.3	14.3	23.5	6.9
MAST4	77.8	111.5	30.2	46.3	104.9
SRD5A1	57.7	48.2	51	65.3	51.3
ADRA1D	3.5	16.1	15.5	33	6.2
ADRA1D	18.2	13.8	14.7	16.7	54.1
AKAP9	202.4	87.4	73.8	114.4	98.6
GYG2	115.7	144.4	30.7	119.1	224.9
GYG2	119.3	186.5	16.9	122.2	316.7
CDK13	29.5	28.2	3.5	51.6	75.2
LARP1	55.5	154.7	108.2	84.1	207
CACNB1	83.2	29.4	102.1	127.3	20.3
RTN4	219.2	461.4	420.9	327.1	1990.1
PKN2	7.8	27.1	19.5	76.1	6.7
IBTK	172.3	100.7	92.7	96.7	51.8
ARNTL	1.9	17	15.2	20.8	60.7
TRAC	35	427.5	181.4	158.2	49.1
FGFR1	100.7	81.4	143.3	135.8	95.6
AP3D1	3.9	7.6	13.6	6.6	7.3
FASTK	47.7	105.8	92.2	14.2	122.5
PFKM	220.9	199.1	241.5	328.9	224.5
HSF4	21.1	36.4	23.6	16.8	32
TAGLN2	41.5	134.4	157.2	109.6	56.6
ASAH1	11.8	23.5	89.4	162.1	104
ASAH1	473.1	403.1	410	246.5	624.4
GRK6	20.7	80.5	13.8	16.7	23.2
HLA-DRA	124.9	1307.7	2796.1	903.3	317.9
MCM7	21	27.6	90.2	87.9	16.9
EGFR	19.5	16.1	7.2	17.1	10.4
SP100	57.9	37.4	54.1	42	53.8
TPM1	2747.9	482.4	596	292.5	602.4
TPM1	814.9	620.4	473.3	442.8	739.4
PRUNE1	67.7	105.7	166.5	104.3	198
LAMA4	43.6	75.7	3.3	95.3	64.4
LAMA4	8.6	8.1	23.2	9.7	19.9
RIMS3	45	91	63.2	76.5	92.7
FCGR2C	18.1	80.1	192.3	116.2	125.7
SMAD1	4.9	43.8	62.8	37.6	99.3
TRIM23	7.7	8.5	13.2	115.1	78.1
TRIM23	34.6	75.9	23.9	4.4	6.2
YWHAE	313.4	224.5	235.4	225	237.4
HGF	3.4	2.6	7.9	6.8	2.9
HGF	6.1	5.7	8.7	9	3.8
GRB10	103.3	149.7	86.3	107.2	170.4
IL6ST	33.2	20.9	17.5	67.8	83.3
TRIM29	46.1	70.7	84.6	62.7	94
TRIM29	11.9	27.5	15.3	17.4	61.7
TGM2	4.4	6	5.7	6.3	17.2
ALDH3B1	63.2	94.6	122.5	157.5	140.5
LAT	64.8	76	63.8	102	85
KCNB1	49.2	74.3	60.9	136.3	65.8
UBE2I	35	40.6	64.5	11.1	38.3
ZNF271P	61.7	106.8	78.6	48.3	71.5
NCR3	11.8	12.3	5.9	14.1	12.2
COL19A1	24	12.9	14.9	39.1	63.1
PML	22.7	22.7	16.8	41.8	32.5
PML	5.4	8.6	6.4	9.8	6.9
PML	103.2	241.1	203.9	127.6	243.9
HSPA4	56.4	106.1	64.1	82.4	51.9
HSPA4	52.9	69.7	26	42.6	76.3
NF2	7.8	5.2	25.8	4.3	14.7
LSS	23	56.5	35.4	11.2	56.6
LSS	14.4	13.9	37	53.6	55.4
GCNT2	6	9.3	48	56.6	56.8
RGS14	6.1	9.1	6.5	13.3	13.7
ATRX	41.7	50.3	26.4	9	10.6
PDHB	333.6	315.4	171.6	228.3	291.8
NKX2-1	31.4	34.8	18.8	95.4	16.7
COX5B	184.6	228	161	196.9	282.7
MGLL	117.5	195.8	176.2	234	391.6
IKBKB	10.1	7.3	31.4	51.7	29.1
KHK	11.1	100.2	59.9	20.5	63.3
FGF18	3.7	12.4	6.3	33.6	6.8
SLC6A6	2.7	4.9	3.8	10	4.9
CLIP2	45.6	7.2	26.7	18.8	25.6
COBLL1	26.9	1.3	2.7	3	1.1
PEX7	41	113	55.5	40.4	68
HECTD4	148.9	68.1	72.2	126.3	90.1
ANAPC5	283.5	331.1	317.4	349.3	380.5
MBOAT7	12.1	18.9	29.4	18.2	18.8
CROCCP2	151.1	144.5	31.1	21	96.5
CHRNA1	8.9	14	57.7	86.1	29.2
GTSE1	247	375.5	184.7	419.9	226.2
MIR6756	192.9	286.6	194.3	39.7	217.6
CLTB	17.4	19	17.6	16.9	28.4
TRIM14	34	137.6	18.5	94	106.2
KCNH6	7.2	42.9	22.8	16	9.4
KCNH6	2.1	25.3	21	6.8	5.6
AP2S1	62	418	271.4	299.9	164.1
PDIA4	228.5	162.1	275.1	113.1	130.6
TLX2	4.5	5.9	3.3	8.3	5.2
LOC101929540	13	8.2	36.4	31.9	21.2
EXTL3	36.9	89	35.4	127.7	74.7
TBCD	15.8	8.8	8.6	6.2	7.4
KCNG1	3.7	9.8	6	11.1	5.8
INVS	0.4	6.9	6.3	21.1	4.5
INVS	17.3	33.2	20.1	105.1	62.6
SRD5A1	20	24.4	17.3	24.6	21.1
ROR1	4	53.8	71.3	10.8	40.6
TUBA1B	2188.9	1676.3	2053.7	1119.8	1189.7
GOLGA2	11	27.1	17.5	31.7	32.5
GPAA1	106.5	141.6	183.6	66	96.1
MGAT2	91.8	122.5	178.2	146.2	150.3
GPR78	6.4	30.2	28.6	24.9	8.1
NCK1	175.4	123.9	79.1	143.7	78.9
ZNF493	29.1	32.9	10.3	42.5	36.9
PFKL	62	131	114.7	139.9	179
PCDHGA1	194.4	143.7	94.2	141	79.3
GAS7	84.6	165.3	136.9	120.4	168.1
LOC101930591	293.7	367.1	246.6	198.4	209.4
SUMO1	877.8	412	497.6	196.3	282.4
DBI	381.6	480.3	330.9	336.5	343.4
MLLT11	129.3	91.5	156.1	378	173.2
TUBA1B	1518.7	1522.5	1714.8	932.4	949.8
SNORD83B	6789.1	7001.2	6571.4	5016.6	4003.8
FOLR1	31.4	196.7	154.8	167.3	176.8
CD47	350.6	304.7	334.2	271.1	153.2
ATN1	167.6	118.1	136.7	85.1	131.8
TLK1	36.2	30.3	24.2	6.9	49
STK3	23.5	12.2	36.6	21.5	3.5
DYRK1A	57.9	44.7	7.8	18.2	56.2
NEK2	24.8	69.3	45.9	75.5	49.1
MAP4K5	26.5	4.8	37	2.2	14.4
MARK2	3.8	10.8	52.3	67	89.8
MAP3K13	1.6	2.6	1.7	3.6	3.6
PRKD3	42.2	4.9	12.5	9.1	42
STK4	11.8	20.1	3.5	3.5	21.3
NEK1	4.4	7.6	3.3	7.6	3.1
MAPK14	2.3	3.5	6.7	3.3	5.3
PLK4	4	1.4	2.7	9.8	45.1
NEK3	63.4	76.5	77.6	31.9	55.4
PRPF4B	7.2	76.7	54	12.1	89.4
NF2	2.1	13.4	21.6	26.2	1.8
NF2	36.2	8.6	40.2	25.9	82.7
PDE6C	3.1	11.9	3.7	2.5	2.8
NF1P9	5.5	21.4	7.8	11.6	8
NF1	21	33.8	4.2	86.7	80.1
PBX2	74.9	88.1	185.5	121.2	140.8
PBX2	70.3	47.6	96.6	137.1	209.1
TMCO1	10.1	17.6	18.4	86.8	112.6
CNGB1	3	5.7	8.5	25.5	4.1
LILRA2	70.5	36	154.1	150.3	49.6
LILRA2	18.3	7.8	16.7	23.7	65.7
LILRA2	2.6	11.3	26.1	17	25.4
MYO7A	11.8	46	37.1	18.4	51.8
MYO7A	53	8.8	24.6	15.2	34.8
NFATC1	158.6	310.1	169.4	161	186.5
SUPT3H	57.1	51.1	69.9	56.6	76.3
AURKC	90.9	158.2	129.3	249.9	156.2
JAK3	3.6	3.9	6.5	7.9	5.2
JAK3	14	11.1	57.8	10	36.7
AR	22.4	45.1	15.1	78	14.6
HGC6.3	7.8	37.4	16.9	139.3	27.4
SLC12A4	56.7	33.2	39.6	139	83
ABCG1	50.4	125.8	131.6	142	115.2
GEMIN2	117.4	136.1	88.8	99.5	166.1
GEMIN2	109.7	168.7	136.7	220	154.5
SLC9A2	6.9	9.3	58.2	20.1	13.6
ESR2	52.8	25.7	48	75.2	53.7
ESR2	36.6	65.8	13.5	73.8	41.8
