X	covid	covid2	control	control2						
AC093107.1	0	0	0	0						
AC069277.2	0	0	0	0						
AL109659.1	0	0	0	0						
UQCRFS1P2	0	0	0	0						
AC023157.1	32	33	25	30						
BX842568.2	11	13	27	31						
RAD17P2	0	0	1	6						
AC009226.1	5	6	8	20						
AL020994.1	0	0	0	0						
AC034195.1	0	0	0	0						
AC239801.1	0	0	0	0						
LINC02247	0	0	0	0						
Z83838.1	0	0	0	0						
SUPT20HL1	0	0	0	0						
AL359706.1	0	0	0	0						
RPL18AP14	0	0	0	0						
LAPTM4A-DT	0	0	0	0						
OR51B3P	0	0	0	0						
AC016930.1	0	0	0	0						
AC007389.2	0	0	0	0						
AC092447.3	0	0	0	0						
PSMD4P1	0	0	0	0						
AC112495.1	0	0	0	0						
RBMY2GP	0	0	0	0						
CCDC18-AS1	320	472	2505	2587						
ELOCP30	0	0	0	0						
MIR503HG	54	67	113	50						
SIRPB3P	0	0	0	0						
AC116609.1	2	0	0	0						
AC234775.1	0	0	0	2						
AC008073.1	0	1	1	0						
TSSC2	4	4	22	31						
MED15P9	0	0	0	0						
AL138767.2	0	0	0	0						
LINC02593	13	3	322	136						
LINC01626	0	0	0	2						
LINC00205	163	203	231	195						
CACNA2D1-AS1	0	1	0	1						
GEMIN8P3	0	0	0	0						
CD99P1	49	57	105	104						
PAR	49	57	105	104						
AL513217.1	0	1	1	12						
LGALS8-AS1	8	18	17	10						
AC092162.1	0	0	0	0						
AC239800.1	0	1	0	4						
RPS21P8	0	0	0	0						
LINC01983	6	13	5	6						
LINP1	168	170	52	41						
AL357507.1	0	0	0	0						
AL354890.1	0	1	0	0						
DIS3L2P1	0	0	0	0						
UBE2E1-AS1	2	0	1	1						
COX5BP8	0	0	0	0						
AL669970.1	0	0	0	0						
ENTPD3-AS1	124	153	169	148						
IL10RB-DT	59	81	18	10						
AL355314.1	0	0	0	0						
CERS1	4	0	61	81						
RPS20P14	8	4	3	7						
AC244669.1	146	145	102	142						
LINC00114	0	1	1	0						
BOLA3P4	0	0	0	0						
AC044784.1	0	0	0	0						
AC234771.1	0	0	0	2						
KRT8P28	0	0	0	0						
AL589684.1	0	0	0	0						
AC073365.1	0	0	0	0						
AC007255.1	24	54	29	54						
AL691459.1	0	0	0	0						
DIAPH3-AS2	0	0	0	0						
IGKV1OR2-2	0	0	0	0						
CDH23-AS1	0	0	0	0						
PPIAP89	0	1	0	0						
CFL1P1	23	24	94	76						
AL603910.1	0	1	4	0						
EEF1A1P1	0	0	0	0						
LINC01342	0	0	3	0						
AC019178.2	0	0	0	0						
DAZAP2P1	0	2	2	2						
LINC01870	0	0	0	0						
BANF1P4	0	0	0	1						
AC004870.2	21	17	21	35						
AC005006.1	0	0	0	0						
AL161935.1	0	0	6	0						
AC023141.1	0	0	0	0						
AL645941.1	0	2	0	0						
AC007091.1	0	0	0	0						
FAM95B1	0	0	10	4						
AC006484.1	0	0	0	0						
AL360093.1	2	0	1	0						
EFCAB6-AS1	1	0	0	0						
VN1R40P	0	0	0	0						
AL645474.1	0	0	0	0						
AL354893.1	6	3	3	13						
MYCNUT	0	0	0	0						
AC147651.1	7	0	1	1						
RAB9AP2	0	0	0	0						
AC007403.1	0	0	0	0						
AL365436.1	3	3	33	13						
LINC01805	1	0	0	5						
NPM1P19	0	0	2	0						
HLA-DPB1	2137	2207	4017	4769						
AC002486.1	0	0	0	0						
AC098592.1	0	1	4	1						
AC099563.1	0	0	0	0						
AP000233.1	0	0	0	0						
AC006372.1	0	0	0	0						
SAP18P2	4	2	1	0						
LINC01921	0	0	0	0						
NBEAP3	0	0	0	0						
RPS27P1	0	0	0	0						
RPS8P10	0	0	0	0						
PPIAP53	0	1	2	7						
LINC01078	0	0	0	0						
AL157402.1	0	0	0	0						
ABCC5-AS1	0	1	0	0						
LINC01707	0	2	5	0						
AC068481.1	1	1	0	0						
FAM90A13P	0	0	0	0						
AC073073.1	0	6	2	3						
AC073188.1	0	0	0	0						
AC008171.1	0	0	0	0						
OSER1-DT	79	89	177	281						
GNL2P1	0	0	0	0						
CCNJP2	2	11	16	28						
AC069157.1	0	0	0	0						
SEC13P1	0	0	1	0						
AP001469.1	0	6	5	3						
RPL23P4	0	0	0	3						
HMGB1P12	0	0	0	0						
AC103592.1	0	1	1	0						
AC104457.2	0	0	0	0						
AC068657.2	0	0	1	0						
ZNF32-AS3	0	0	0	0						
AC009480.1	0	2	3	0						
EEF1A1P36	0	0	0	0						
LINC02471	172	181	562	531						
DPPA2P1	0	0	0	0						
AC097638.1	0	0	1	1						
AC009237.1	0	0	0	0						
AL513328.1	0	0	0	0						
AC099791.1	2	0	0	0						
MTND1P27	0	0	0	0						
ASS1P2	1	1	6	12						
AC010136.1	10	3	95	120						
NUP35P1	0	0	0	0						
AC117453.1	0	0	0	0						
AC142381.1	0	0	0	0						
LGALSL-DT	4	3	11	2						
KRT8P8	3	2	0	0						
LINC01014	2	0	0	0						
AL590302.1	0	0	0	1						
AL353604.1	0	0	0	0						
AC244033.1	1	0	2	11						
AL513008.1	0	0	0	1						
AC016738.1	1	1	0	25						
AC092648.1	0	0	0	0						
ROR1-AS1	21	24	25	17						
H2ACP2	0	0	0	0						
C1QTNF5	122	124	396	524						
MTND6P1	0	0	0	0						
LINC01767	11	17	9	9						
AC244505.2	0	0	0	0						
AFG3L1P	450	591	484	534						
CHROMR	291	362	208	186						
UBBP3	0	0	0	0						
THAP12P8	0	0	0	0						
ZNF587P1	5	4	11	1						
AL159990.1	0	0	0	0						
AL603910.2	0	0	1	0						
AC098614.1	0	0	0	0						
AC002456.1	10	1	14	26						
AC074397.1	0	0	0	0						
DDX11L1	0	25	0	18						
AC068491.1	3	0	1	0						
BNIP3P42	0	0	2	0						
AP001048.1	0	0	0	0						
EXTL2P1	0	0	0	0						
AC138623.1	0	0	0	0						
ZNF736P1Y	0	0	0	0						
SMCR2	1	2	5	7						
SNRPD2P2	0	0	0	0						
HNRNPRP1	0	9	3	4						
LINC01874	0	0	0	0						
AC069421.1	0	0	0	0						
RPL26P28	0	0	0	0						
AL357140.1	0	0	0	0						
AC104809.1	0	10	0	7						
LINC02647	0	0	0	0						
RPL32P35	0	0	0	0						
TRDD1	0	0	0	0						
AC244250.1	0	0	0	0						
Z97198.1	3	0	0	0						
AL360081.1	1	2	1	1						
YES1P1	0	0	5	1						
ATP5F1CP1	1	0	0	0						
AC019070.2	0	0	0	0						
LINC01441	0	0	0	1						
AC110602.1	0	0	0	0						
AC116917.1	0	0	0	0						
AL390728.3	0	0	0	0						
AC063976.1	0	0	0	0						
AC092681.1	0	3	0	8						
LINC01449	0	2	0	2						
AP000470.1	0	0	0	0						
RPL21P32	3	5	11	4						
MIR181A2HG	40	38	40	67						
EDRF1-DT	36	37	67	91						
AL353616.1	0	0	1	5						
AL133456.1	0	0	0	0						
LINC01853	0	0	0	0						
AL450344.1	0	0	0	0						
TCEAL3-AS1	0	2	2	2						
EPB41L4A-AS1	130	156	326	353						
CDY8P	0	0	0	0						
LINC02561	0	1	2	0						
SFPQP1	0	0	0	0						
BX005214.1	0	0	0	0						
CDYLP1	0	0	0	0						
HMGN1P4	1	1	0	0						
IGKV3D-15	0	0	0	0						
MTND4P6	0	0	0	0						
CCNT2-AS1	45	76	16	30						
PAEPP1	0	0	0	0						
AC005076.2	10	4	29	42						
LINC02612	0	0	4	0						
AC108681.1	0	1	0	0						
CPTP	2593	2690	1313	1222						
AL022163.1	0	0	0	0						
GAPDHP55	0	0	4	0						
EGFR-AS1	5	2	18	14						
AC006509.1	0	0	0	0						
HSPA8P16	1	0	0	0						
ARSLP1	1	1	0	0						
AC092106.1	0	0	0	0						
TUBB4BP5	0	0	0	0						
AC007319.1	92	97	173	158						
AL356390.1	0	0	2	6						
SRIP2	0	0	0	0						
AL049795.1	7	6	7	19						
AL354877.1	0	0	6	2						
BX842559.1	0	0	0	0						
HMGN1P6	0	0	0	0						
AC009474.1	0	0	0	7						
AL139811.1	4	0	0	10						
LINC00691	0	0	0	0						
TTTY22	0	0	0	0						
AC009487.1	0	0	0	0						
AP000936.1	0	0	0	0						
SNHG14	1080	1231	1422	1761						
AC091729.1	0	2	0	0						
UBE2FP1	21	10	6	1						
SLC44A3-AS1	129	188	241	262						
UBTFL8	0	0	0	0						
MTCO1P11	0	1	0	1						
RPL23AP41	0	0	1	0						
AC245452.1	208	197	343	237						
AC018865.1	0	0	0	0						
CT47A10	0	0	0	0						
AC097468.1	0	6	22	27						
AC104389.2	0	0	0	0						
AL591644.1	0	0	0	0						
BCAR3-AS1	1	6	5	22						
RPS24P8	4	1	0	1						
LINC01935	0	0	0	0						
AC021148.1	4	1	16	8						
AC104823.1	0	0	0	0						
AP001630.1	0	0	1	0						
ELMO1-AS1	0	0	0	0						
AC079809.1	0	0	0	0						
CYP4F25P	0	0	0	0						
ETDB	0	0	0	0						
CENPVL3	0	0	0	0						
MTRF1LP2	0	1	3	0						
AL591846.2	298	321	334	300						
INHBA-AS1	0	0	0	1						
PTPN2P2	0	2	0	0						
ATG12P2	1	0	0	0						
POU6F2-AS1	0	0	0	0						
POM121L10P	0	0	0	0						
UBE2SP2	89	130	30	42						
AC099786.1	0	0	0	0						
LINC01248	0	0	0	0						
DPPA2P2	0	0	0	0						
AC112715.1	0	2	0	1						
AC004866.2	0	0	0	0						
AC007568.1	0	0	0	0						
LINC01857	0	0	0	0						
AC000123.1	1	2	3	3						
MIR548XHG	0	0	1	0						
AMMECR1-IT1	0	0	1	0						
ASH2LP1	0	0	0	0						
AC099786.2	0	0	2	0						
USP9YP28	0	0	0	0						
AC009506.2	92	80	109	133						
LINC02054	0	0	4	0						
AC073136.2	0	2	0	1						
HCG14	0	5	5	3						
HMGB1P9	0	0	0	0						
CICP10	0	0	0	0						
RPS26P54	0	0	0	0						
UQCRHP3	0	0	0	0						
AC025594.1	0	0	4	7						
LINC02828	0	0	0	0						
DNAJC27-AS1	8	13	43	122						
PRYP1	0	0	0	0						
LINC01357	2	3	2	0						
HSFY6P	0	0	0	0						
AC091799.1	3	0	3	3						
LINC02831	2	0	6	5						
AL137802.1	0	0	0	0						
LINC00570	0	0	0	0						
SDHDP6	0	1	5	11						
MIR3681HG	4	0	6	6						
SNX18P9	1	0	0	0						
C5orf66	38	27	37	22						
LINC01991	0	0	0	0						
UBE2D3P4	0	0	0	0						
HAGLR	305	385	318	510						
LINC02667	0	0	0	0						
AL080273.1	0	0	0	0						
AC008278.1	0	0	1	0						
AC022400.1	9	3	7	8						
RPS23P10	0	0	0	0						
PHEX-AS1	0	0	0	0						
AC253536.1	0	0	0	0						
AC018797.1	0	0	6	3						
AL590762.3	2	6	1	1						
LINC00466	0	0	0	0						
TRIM60P5Y	0	0	0	0						
AL606469.1	0	3	0	0						
AC234781.1	0	5	8	0						
BX119904.1	0	0	0	1						
AC107072.1	0	0	0	0						
AC074290.1	0	0	0	0						
DTNB-AS1	0	0	0	0						
RPS6P8	0	0	9	1						
LINC02636	0	2	0	1						
VSTM2A-OT1	0	0	0	0						
HAUS1P2	1	0	0	0						
OR2L1P	0	0	0	0						
AL031599.1	0	0	0	1						
LINC01832	0	0	0	0						
AC005104.2	1	0	1	2						
OR2J4P	0	0	0	0						
MRRFP1	0	0	0	3						
MICOS10P3	0	0	0	0						
WARS2-IT1	7	4	5	7						
AC090044.1	0	0	0	0						
CYCSP49	0	0	0	0						
SOX1-OT	0	0	0	0						
AC073508.1	0	0	0	0						
AL358232.1	0	0	0	0						
AJ009632.1	0	0	0	0						
AC025947.1	0	0	0	0						
AL391427.1	2	10	0	2						
AC113618.1	0	0	0	0						
MTCO1P39	0	0	0	0						
PDCL3P6	0	0	2	0						
Z93930.1	0	0	2	0						
VWC2L-IT1	0	0	0	0						
LINC01133	120	96	213	213						
AL023754.1	1	1	0	0						
RPSAP18	0	1	5	7						
CYCSP12	0	0	0	0						
LINC02633	0	0	0	0						
AL772155.1	0	0	0	0						
AP000697.1	0	0	0	1						
AL117329.1	0	2	5	1						
AC131097.2	0	0	0	0						
AC005077.2	3	0	4	4						
ENSAP1	1	1	0	0						
ARHGEF2-AS1	0	0	1	2						
AP000345.1	0	0	0	0						
AL592447.1	0	0	0	0						
RPS29P31	0	0	0	0						
AC005014.1	0	0	0	1						
SLC25A5-AS1	45	66	92	57						
AC010469.1	0	0	0	0						
LINC01142	0	0	0	0						
MSL3P1	145	189	76	81						
MTCYBP11	0	0	0	0						
IFIT6P	0	0	0	0						
AC012671.1	0	0	0	0						
AF196972.1	7	4	6	2						
PINCR	0	0	0	1						
OLFM5P	1	7	2	4						
MRPL49P1	0	0	0	0						
AL158825.1	0	0	0	0						
MTATP6P16	0	2	1	0						
OR51P1P	0	0	0	0						
AL590502.1	0	0	1	0						
AL500527.1	0	0	0	0						
AL161785.1	14	22	27	32						
LINC01527	1	0	0	1						
ANKRD30BP2	0	0	0	0						
LINC01567	0	0	1	0						
AL590640.1	0	0	0	0						
MCCD1P2	0	0	0	0						
AC005002.1	0	0	0	0						
RPL7P7	0	0	6	6						
GTF2IP5	2	4	4	0						
CHL1-AS2	2	3	0	3						
RPL12P14	7	13	0	1						
AC004009.1	0	0	0	0						
DPRXP1	2	0	1	0						
THAP5P1	0	0	0	0						
AL136234.1	0	0	0	0						
MDC1-AS1	6	1	0	3						
LINC00297	0	0	0	0						
AC005019.2	0	0	0	0						
AC019181.1	1	4	16	8						
GAPDHP20	0	0	0	0						
AP000357.1	0	0	1	3						
AC239809.1	0	0	0	0						
FAM197Y1	0	0	0	0						
FAM8A3P	0	0	0	0						
MTCYBP45	0	0	0	0						
AL121578.1	0	0	0	0						
AL590639.1	0	0	0	0						
AC006965.1	0	0	0	0						
AC007879.1	0	0	0	0						
KNOP1P3	0	0	0	0						
BICD1P1	0	0	0	0						
SCEL-AS1	0	0	0	2						
AL592076.1	0	0	0	0						
FAM135A-AS1	0	2	9	5						
CDKN2AIPNLP3	0	0	0	0						
AC132479.1	0	0	0	0						
ACE3P	0	0	0	0						
MTND2P5	0	0	0	0						
AL356966.1	1	0	3	2						
ATG3P1	0	0	0	0						
TMCO1-AS1	8	9	18	14						
AL358176.1	0	0	0	0						
AC011239.1	1	0	0	0						
FP700111.1	1	0	5	0						
AC073261.1	59	69	19	26						
AC243964.1	0	0	0	0						
OACYLP	3	4	0	9						
ARAFP2	0	0	0	0						
AC093392.2	0	0	0	0						
AL391361.2	3	0	1	2						
HLA-N	0	0	0	0						
IGHV4-59	1	0	0	0						
AL023693.1	0	0	0	0						
AC009276.1	0	0	0	0						
AC017104.1	9	6	75	105						
LINC00703	0	0	0	0						
PRR29	182	263	310	443						
AL033379.1	0	0	0	0						
AL139246.1	1	1	1	2						
BACE2-IT1	0	0	0	0						
C4B	608	727	7513	11658						
LINC01280	0	0	8	17						
GPC6-AS2	0	0	0	0						
METTL15P3	0	0	0	0						
SMIM25	40	38	28	10						
AC010880.1	0	0	0	0						
RPL7P57	0	2	0	0						
OR6D1P	3	2	6	3						
DPPA2P3	0	0	2	0						
Z68323.1	0	0	0	0						
LINC00572	0	0	0	0						
LINC02052	0	0	0	0						
AL136988.1	0	0	0	0						
USP9YP22	0	0	0	0						
AC114489.2	0	1	0	1						
AC097499.1	0	0	0	0						
HSP90AA2P	20	24	11	11						
AC022022.1	0	0	0	0						
AP001476.1	1	2	19	2						
AC010886.1	0	0	0	0						
AC007683.1	2	4	2	13						
IFNA22P	0	1	0	0						
AL606970.1	0	0	0	0						
STK24-AS1	8	14	14	10						
KRT18P27	0	0	0	0						
ADM5	3	14	13	15						
ATP5MFP1	0	0	0	1						
PRKAR2A-AS1	23	46	112	163						
AC073869.2	0	0	0	0						
SLC31A1P1	0	0	0	0						
AP000281.2	0	2	0	0						
LINC00539	16	22	45	47						
MKRN5P	1	1	1	6						
AC063976.2	3	0	12	17						
NF1P6	0	0	0	0						
BX323014.1	0	0	0	0						
PIGUP1	4	0	0	0						
RPL23AP14	0	0	0	0						
RPSAP10	0	0	2	0						
CXorf51A	0	0	0	0						
AC017035.1	0	0	0	1						
AC006509.2	0	0	0	0						
LINC01708	0	0	1	1						
H3P26	0	0	0	0						
AC005020.1	0	0	0	0						
ATP5PBP1	0	0	1	1						
RSL24D1P6	4	11	2	3						
GUSBP6	0	0	0	2						
SLC25A34-AS1	0	0	0	0						
C4BPAP1	0	1	0	0						
AC079354.1	0	0	0	0						
PGAM1P6	1	0	5	6						
SOCS2P2	0	0	0	0						
CDCA4P2	0	0	0	0						
AC009313.1	0	0	0	1						
LAMC1-AS1	1	1	2	4						
AC009517.1	0	0	0	0						
ATXN1L	481	487	357	651						
MTCO3P19	0	0	0	0						
CCND3P1	0	1	1	2						
AC073900.1	0	0	0	0						
RPL36P16	0	0	0	1						
AL109933.1	1	0	0	0						
AL356417.1	0	0	0	0						
AC104162.1	1	0	2	4						
AC245100.1	0	0	2	2						
HSFY4P	0	0	0	0						
AC023141.2	0	0	0	0						
USP9YP7	0	0	0	0						
AL662795.1	0	0	0	0						
SAMM50P1	0	0	0	0						
TTC21B-AS1	0	0	7	15						
AC093156.1	0	0	0	0						
HNRNPA3P14	0	1	0	0						
RPL36P4	0	0	0	0						
MAPKAPK5P1	0	0	0	0						
AL731575.1	0	0	0	0						
AC025428.1	0	0	0	0						
AC138150.1	16	24	33	29						
LINC02523	2	0	0	0						
MRPS9-AS2	0	0	0	0						
POLR2KP2	0	0	0	0						
LINC00365	30	30	12	7						
AC109309.1	0	0	0	1						
LINC00620	0	0	1	0						
AL590385.1	0	0	0	0						
AC068134.1	0	0	0	0						
HTR2A-AS1	0	0	0	0						
AC006989.1	0	0	0	0						
HMGN1P19	0	0	0	0						
KRT8P45	145	185	13	23						
AC098483.2	0	0	0	0						
AL445213.1	0	0	0	0						
CYCSP42	0	0	0	0						
AL591686.1	0	0	0	0						
AC093698.2	0	0	0	0						
PPIAP10	0	0	4	0						
SMIM13	509	483	224	242						
AL136361.1	0	0	0	0						
TMLHE-AS1	0	1	0	0						
LINC02771	0	0	0	11						
AC096677.1	10	17	33	73						
MEP1AP4	0	0	0	0						
SAGE4P	0	0	0	0						
AC092810.1	0	0	1	0						
AP001439.1	0	0	2	2						
SNRPGP15	18	14	24	17						
AC008264.1	0	0	2	0						
EIF4BP3	8	0	4	11						
ZNF619P1	0	0	0	0						
Z75741.1	0	0	0	0						
AC017067.1	0	0	0	0						
AC114491.1	11	24	8	7						
HMGB3P21	0	0	0	0						
AC008065.1	0	0	0	2						
AC087441.2	0	0	1	0						
BX510359.1	0	0	0	0						
HLA-DPB2	1	0	1	6						
LINC01087	0	0	1	0						
AC108043.1	0	0	0	0						
LPP-AS1	0	2	2	0						
LINC01754	2	0	1	1						
FAM96AP2	1	8	0	6						
AC134879.1	0	0	0	0						
LINC01886	0	0	0	0						
AC095052.1	0	3	0	0						
AC097063.1	0	0	0	0						
USP9YP13	0	0	0	0						
AC083863.1	0	0	0	0						
COL18A1-AS2	0	0	0	0						
LINC01117	0	0	0	0						
HNRNPA1P48	338	310	236	200						
AC245052.2	1	0	3	1						
LINC01015	0	0	0	0						
AL356277.2	0	0	0	0						
UBE2V1P13	0	0	0	0						
AC103563.1	0	0	0	0						
GPX5	0	0	0	0						
AC112492.1	0	0	0	0						
MTND3P16	0	0	0	0						
MIR3659HG	0	1	6	8						
AC092427.1	0	5	2	0						
RPL29P19	1	3	4	4						
AC073626.1	0	0	0	1						
ZMIZ1-AS1	11	11	86	124						
SVIL-AS1	724	702	281	321						
RPS5P2	0	0	3	3						
BMS1P12	10	19	12	13						
AL031864.2	0	0	0	0						
RPS26P5	0	0	0	0						
BX664725.1	0	0	0	0						
AC008069.1	0	0	0	0						
AL080284.1	0	0	0	0						
TGFA-IT1	0	1	0	0						
IGKV1D-27	0	0	0	0						
AC093425.1	8	4	8	8						
AC108879.1	0	0	0	0						
AC007919.1	0	0	4	2						
AC011901.1	0	0	0	0						
AC095032.1	0	0	16	5						
TNK2-AS1	1	1	5	3						
RTCA-AS1	67	80	253	269						
BX276092.1	0	0	0	0						
AC096921.1	0	0	0	0						
MEF2AP1	0	0	0	0						
AL451042.1	16	32	12	12						
OR9R1P	0	0	0	0						
TUBB8P6	0	0	0	0						
AC106053.1	0	2	0	0						
RPL37P10	0	0	0	0						
AL121723.1	0	1	2	1						
AC004975.1	0	2	3	1						
AC234064.1	0	0	0	0						
RPS27AP16	52	62	48	42						
Z73361.1	0	0	0	0						
ZNF736P6Y	0	0	0	0						
AL391095.2	0	0	1	0						
PDSS1P2	0	0	0	0						
SRSF1P1	0	0	0	0						
AC064871.3	0	0	0	0						
AL135787.1	0	0	0	2						
AL391069.1	0	0	0	0						
AC007387.1	0	0	0	0						
AC026954.1	0	0	0	1						
LINC01627	0	0	0	0						
AF124730.2	0	0	0	0						
IGHV3-74	16	7	1	1						
LINC00885	11	19	34	32						
AC023141.3	0	0	0	0						
LINC01823	0	0	0	0						
AL009172.1	0	0	0	0						
RBMY2BP	0	0	0	0						
AL513164.1	0	0	0	1						
GAGE12J	0	0	0	0						
SH3BP5-AS1	64	85	200	147						
AC010907.1	0	0	0	0						
ATP6V1G1P3	0	0	0	0						
RPL36AP53	0	0	0	0						
ETV7-AS1	2	3	0	1						
AC013470.1	0	0	0	0						
IPO8P1	2	0	0	1						
AC016769.2	0	1	0	0						
AC068135.1	0	0	0	0						
AC105940.1	0	0	0	0						
RPL17P10	0	0	1	0						
EIF3EP2	3	0	0	1						
AC009227.1	0	0	0	0						
PDIA3P2	0	2	0	0						
GAPDHP46	0	0	0	0						
MED15P4	0	0	0	0						
PLA2G12AP1	6	4	6	9						
BX664727.1	0	0	0	0						
SOCS5P2	0	0	0	0						
RPL36AP29	0	0	0	0						
AC099670.2	0	0	0	0						
ELOCP23	0	0	0	0						
RASAL2-AS1	38	56	24	19						
E2F6P2	0	0	0	0						
ZNF812P	259	352	2751	344						
UBE2D3P3	0	0	0	0						
AL133553.1	0	0	0	1						
Z68694.1	0	0	0	0						
MTND6P7	0	0	0	0						
NEFMP1	0	0	0	0						
AL390038.1	0	1	0	0						
LAMTOR5-AS1	20	19	44	56						
AP000844.1	0	0	1	0						
MED28P4	0	0	0	0						
LMX1A-AS2	0	0	0	0						
RPS17P13	0	0	0	0						
E2F3-IT1	0	0	0	0						
OR11M1P	0	0	0	0						
LINC01706	0	0	0	0						
NPIPA3	0	0	29	0						
AC025165.1	0	0	0	0						
LINC02671	3	2	8	0						
Z82186.1	0	0	0	0						
LEMD1-DT	0	0	1	0						
LINC01657	0	0	0	0						
AC009237.2	0	0	0	0						
AC007182.1	0	6	0	5						
AC020688.1	3	1	0	6						
GUSBP10	0	0	0	0						
CEP57L1P1	1	0	0	0						
FCF1P7	7	6	6	10						
IMPDH1P8	0	4	7	1						
PCOLCE-AS1	4	1	14	30						
LILRB1-AS1	0	1	16	10						
AC016716.2	0	0	0	0						
MAGEA7P	0	0	0	0						
AL034349.1	0	1	3	0						
BX323845.1	0	0	0	0						
AC099850.2	38	19	25	25						
AC016735.1	0	0	0	0						
TEX26-AS1	0	2	0	0						
AC063965.2	2	1	10	6						
AC015987.1	11	7	4	6						
MTCYBP21	0	0	0	0						
AL391704.1	0	1	0	0						
SHMT1P1	7	4	10	12						
VN1R21P	0	0	0	0						
HMGN1P34	0	0	0	0						
LINC01167	0	0	2	1						
C1DP3	0	0	0	0						
AL117339.1	0	0	3	0						
CR769776.1	0	0	0	0						
FDPSP8	0	0	0	0						
AL353768.1	0	0	2	0						
AL035443.1	0	0	0	0						
MUC20P1	2654	3003	1447	1837						
ATP2B2-IT2	0	0	0	0						
HSPA8P7	5	2	3	1						
BRAFP1	0	2	0	0						
RPSAP50	0	0	0	0						
OR4F2P	0	0	0	0						
CENPIP1	0	0	0	0						
EIF4A2P4	1	1	3	8						
MIPEPP2	0	0	0	0						
S100A15A	0	0	0	0						
AC006026.1	3	1	0	0						
CETN4P	10	19	20	10						
LINC02670	0	0	0	0						
AC012363.2	0	0	1	0						
AP000704.2	24	35	42	40						
KRT18P39	0	1	3	2						
AC097636.1	0	0	0	0						
AL022326.1	0	0	1	1						
NTM-AS1	0	0	2	0						
RPL32P1	1	1	1	0						
AL359092.1	0	0	0	0						
AL139397.1	3	0	0	0						
RPS27AP6	1	1	0	0						
TUBB4BP2	0	0	0	0						
LINC00853	8	7	14	11						
ARL5AP4	0	0	0	0						
DUX4L9	0	0	1	0						
SRGAP3-AS1	0	0	0	0						
BEND3P2	0	0	0	0						
AL355482.1	0	2	1	2						
TMEM72-AS1	4	9	4	19						
AC114812.2	0	1	7	1						
AL691447.1	0	0	2	0						
NAP1L4P2	0	0	0	0						
AC010789.1	0	1	0	6						
AC096677.2	0	0	0	0						
AC093843.1	0	1	1	0						
BTF3P4	0	0	0	0						
COL4A2-AS2	0	0	0	0						
THRB-IT1	0	8	21	11						
RORB-AS1	0	0	0	0						
AC019109.1	0	0	0	0						
LINC00265-2P	0	0	0	0						
TOMM20P1	0	0	0	0						
OR2X1P	0	0	0	0						
TMEM183B	974	841	302	281						
LINC01689	0	0	0	0						
BTF3P9	1	0	1	0						
AL356498.1	0	0	0	0						
GCSHP5	462	447	121	111						
RPL12P17	0	0	0	1						
AL161908.1	0	0	0	0						
LINC00240	42	46	188	230						
AC107079.1	0	0	1	0						
NQO2-AS1	5	7	0	11						
AL589843.1	5	3	6	19						
LINC00502	0	0	0	0						
MTND5P24	0	0	0	0						
LINC00393	8	0	0	0						
CDKN2A-DT	1	3	0	9						
OPA1-AS1	0	0	0	1						
AL035398.1	3	2	1	1						
LINC01691	0	1	0	0						
RPL29P11	3	2	0	6						
GXYLT1P2	0	0	0	0						
YBX1P1	14	6	2	3						
LINC01398	2	3	0	0						
AC011447.1	0	1	14	13						
AC009518.1	0	0	0	0						
USP9YP25	0	0	0	0						
AC062016.1	0	0	0	0						
MRPL20-AS1	877	987	880	699						
CDY13P	0	0	0	0						
EML4-AS1	0	0	1	1						
AL121901.1	0	0	0	0						
NDUFAF8	1159	1327	878	871						
AC011754.1	0	0	0	0						
MTCYBP29	0	0	0	0						
AC068279.1	1	0	2	1						
Z99716.1	0	0	0	0						
AC034187.1	3	0	1	0						
EIPR1-IT1	0	2	1	0						
AL132656.1	5	2	1	3						
AL513318.1	0	0	0	0						
AC138028.2	24	22	15	19						
AC007899.1	1	0	0	0						
RPS4XP16	8	18	19	18						
LINC02840	0	0	0	0						
VPS26BP1	0	0	0	4						
SIGLEC30P	0	0	0	0						
POT1-AS1	46	27	22	31						
LINC02830	0	0	0	0						
AL365258.2	0	0	0	0						
GAGE12H	0	0	0	0						
AC005534.1	8	2	28	27						
AL021155.1	0	0	0	0						
AP001347.1	8	15	18	14						
SRP14P1	0	0	1	0						
RPL21P91	0	0	0	0						
TIMM8BP2	0	0	0	0						
LINC01766	0	0	0	0						
LINC00863	242	242	351	329						
APOC4-APOC2	0	0	0	0						
AC016694.1	0	0	0	0						
AC066595.1	0	0	0	0						
AL591684.1	0	0	0	0						
TACC1P1	0	0	0	0						
AL050303.1	0	0	0	0						
LINC00320	0	0	0	0						
NDUFA5P10	0	0	0	0						
KRT8P30	5	3	0	0						
AC152010.1	0	0	0	0						
LINC02262	0	0	0	0						
LINC01034	0	0	0	0						
AL391684.1	15	36	109	154						
AL589678.1	0	0	0	0						
SUCLA2P1	0	2	1	0						
LINC00184	5	1	11	20						
PRRT4	1	0	19	4						
AL137014.1	0	0	0	0						
LINC02819	0	0	0	2						
CASC6	0	0	0	0						
AL353150.1	143	168	143	256						
AC007312.1	0	0	0	0						
VN1R25P	0	0	0	0						
ATP5MC1P8	0	0	0	0						
AL589872.1	0	0	0	0						
AL390066.2	7	7	1	4						
SRIP3	1	1	1	0						
KCTD10P1	0	0	0	0						
LINC01266	0	0	5	0						
PGM5-AS1	3	1	9	2						
